timestamp,shift,line_speed_mpm,throughput_kg_h,energy_kWh,energy_per_ton,process_temperature_C,quality_loss_pct,downtime_flag,tariff
2024-03-01 00:00:00,C,82.48357076505616,3739.6910192707064,168.2390305342966,44.98741464665325,177.4775656840266,0.7351771398310719,0,off-peak
2024-03-01 00:01:00,C,79.36076895757937,3584.2395293288278,153.80296525837554,42.9109059257477,169.37131974072827,0.4844698658826193,0,off-peak
2024-03-01 00:02:00,C,83.34262298918051,3913.074115726042,170.47663884602105,43.56591104699543,180.2978806411487,1.42158967446491,0,off-peak
2024-03-01 00:03:00,C,87.77141815957947,3780.9430416960963,166.02228223929075,43.910283865269406,179.81132296261353,1.064687440841092,0,off-peak
2024-03-01 00:04:00,C,79.03758869823469,3207.9569709412535,135.3016566842361,42.17689261727752,160.54141894640333,1.428635627412277,0,off-peak
2024-03-01 00:05:00,C,79.08975496871916,3590.403576812001,155.35828487174444,43.270423936489756,172.94802191076658,0.9995744187528983,0,off-peak
2024-03-01 00:06:00,C,88.2085848717996,4025.632417674703,173.58449894391177,43.119808500592846,187.8998086085446,0.37663639155092665,0,off-peak
2024-03-01 00:07:00,C,84.20177171192876,4086.9996089263236,181.32460234152302,44.36619028430932,185.20557017254978,0.3359286164524513,0,off-peak
2024-03-01 00:08:00,C,78.0692990114606,3259.04604625071,143.24131181108459,43.9519140810769,161.94289607571736,1.3806737220027472,0,off-peak
2024-03-01 00:09:00,C,83.18153900912449,3974.1080087539463,171.51008338823993,43.156875205819006,183.17749463587052,0.3464735242544496,0,off-peak
2024-03-01 00:10:00,C,78.203712524359,3992.64993640158,177.15845479803176,44.371146386476795,185.49030316510311,1.0382109566193354,0,off-peak
2024-03-01 00:11:00,C,78.24420813711134,3445.4363886655146,147.96372360925042,42.944842660862385,169.90886801650944,0.657570968930838,0,off-peak
2024-03-01 00:12:00,C,81.83471727087195,3424.3738332905928,145.761221129293,42.56580274976178,164.7706800849202,1.1251897669235607,0,off-peak
2024-03-01 00:13:00,C,71.11054616167611,3118.5797040007506,138.658411259822,44.46203862673142,158.54631840168997,0.6416669144605752,0,off-peak
2024-03-01 00:14:00,C,72.10439153056478,3247.4986123496915,140.5568241897526,43.28156558873916,164.16361657858317,0.3446666045393879,0,off-peak
2024-03-01 00:15:00,C,77.96956756382717,3621.3881153736056,155.62648673096527,42.974263396484865,169.93207055828648,1.1770061673586976,0,off-peak
2024-03-01 00:16:00,C,75.76886470660105,3291.3199658294375,148.37310000824144,45.0801203008685,163.6108140920039,0.6730831563162538,0,off-peak
2024-03-01 00:17:00,C,82.45626202354504,4021.571497888995,178.49078142929753,44.38334156759142,183.2155760551034,0.9609587127118591,0,off-peak
2024-03-01 00:18:00,C,0.0,0.0,25.366592647556374,,63.71686619290094,0.0,1,off-peak
2024-03-01 00:19:00,C,73.92748431212105,2978.895763610887,137.4821605253572,46.15205479989918,149.35680372936358,1.1433879621960066,0,off-peak
2024-03-01 00:20:00,C,88.36921781540538,4197.956886550705,186.64167842207263,44.46012273733204,193.72417483403123,0.7182853262455768,0,off-peak
2024-03-01 00:21:00,C,79.96405106656795,3143.4580917543176,134.3525530436919,42.74036717591858,158.5920844978225,1.1973919910715567,0,off-peak
2024-03-01 00:22:00,C,81.48251901024291,3625.8874016863874,161.3867319472439,44.5095818122161,172.16223832251978,1.410817208430103,0,off-peak
2024-03-01 00:23:00,C,74.07306866669403,3956.8243158428404,171.68414803500494,43.38937853459754,184.3612635661995,1.0319695110192533,0,off-peak
2024-03-01 00:24:00,C,78.52681315297092,3531.297881291705,154.0096425136969,43.61275873372713,168.85431597337666,1.144207272773452,0,off-peak
2024-03-01 00:25:00,C,81.85524184275546,3459.3323527847456,155.05453800801595,44.82209923634478,166.50548152577977,1.3390897676164517,0,off-peak
2024-03-01 00:26:00,C,75.59754744055552,3390.4101420676393,145.4255192430183,42.893193787560655,169.73296260165665,1.312368739535134,0,off-peak
2024-03-01 00:27:00,C,83.28287554197493,3737.5692416649654,159.24944384898166,42.607757489474956,180.74440330660258,0.721921592982939,0,off-peak
2024-03-01 00:28:00,C,78.45304518681439,3562.517021477271,159.40139909133597,44.7440385913544,170.69138329975317,1.4900407161316718,0,off-peak
2024-03-01 00:29:00,C,80.0496055118542,3734.684844465363,165.85075183114722,44.40823221721926,179.17525475379324,0.3342792000564608,0,off-peak
2024-03-01 00:30:00,C,78.55135863721578,3326.9889050011625,148.48975416766103,44.63187537068421,165.52174803801105,1.4840490861225155,0,off-peak
2024-03-01 00:31:00,C,90.87308124667878,4426.798267147904,189.43219047174674,42.792144353529366,194.9762854310164,0.5951965600639298,0,off-peak
2024-03-01 00:32:00,C,81.5959833897708,3720.8421094142095,166.06517328031475,44.63107232100725,174.7689994947267,0.8285244605462974,0,off-peak
2024-03-01 00:33:00,C,76.42667399712275,3584.559139150884,160.4232742422168,44.75397615568929,175.6389737729204,1.360426485389657,0,off-peak
2024-03-01 00:34:00,C,85.87969164577764,3738.956244108865,164.81416330949696,44.080259984101104,174.3150972576176,0.5931946062329021,0,off-peak
2024-03-01 00:35:00,C,75.71446596973541,3664.4273960372,158.0451327176787,43.12955767348331,179.49482055726574,0.5697379621080709,0,off-peak
2024-03-01 00:36:00,C,82.9146973962212,3679.750901067341,160.91429100550513,43.72966957052192,174.24980268019667,1.0717305146256988,0,off-peak
2024-03-01 00:37:00,C,72.12370144725675,3301.0770678252597,149.5565837455837,45.305389929630195,167.19394184734426,1.146540630714332,0,off-peak
2024-03-01 00:38:00,C,75.33277128831816,3203.353492536895,147.11571336988115,45.925532012819765,160.48947718682118,0.3089648210412327,0,off-peak
2024-03-01 00:39:00,C,83.0096333761319,3536.0471766455103,155.46227725569145,43.964989574367486,172.6812224823676,0.8405330831709441,0,off-peak
2024-03-01 00:40:00,C,85.76926133597233,3997.2578214093314,174.14129395294847,43.56518937063476,187.7078009225213,0.8869307734567442,0,off-peak
2024-03-01 00:41:00,C,82.98534603409358,3645.6192054927337,160.33970089563417,43.981472517495966,177.14848380014402,0.6262022396663449,0,off-peak
2024-03-01 00:42:00,C,81.60181373929879,3501.3170007675703,155.87735905743574,44.51963618925787,168.87077896144118,0.9553316575546857,0,off-peak
2024-03-01 00:43:00,C,80.72606090565564,3504.036072349098,153.41824099378385,43.78329384347137,168.40630597067468,0.4854931268065878,0,off-peak
2024-03-01 00:44:00,C,74.89046675202786,3509.8616181847383,146.71190955467478,41.799912792730716,170.13342452603985,0.6883269622288786,0,off-peak
2024-03-01 00:45:00,C,78.7353254490148,3417.282072964944,155.26958992353903,45.43657403991299,164.91750294688038,1.1558870802654582,0,off-peak
2024-03-01 00:46:00,C,80.0827942694648,3580.194755805483,163.591857073707,45.69356368349341,172.8843710253856,1.3485438454431649,0,off-peak
2024-03-01 00:47:00,C,87.7230121144169,3950.54109520618,171.18444422943006,43.33189811318641,181.87463955163037,1.0072547540558465,0,off-peak
2024-03-01 00:48:00,C,84.20687589598458,3405.839638117246,148.03362541793354,43.4646492926974,169.3406086906032,0.3898134472094375,0,off-peak
2024-03-01 00:49:00,C,73.72493712224255,3023.396889426211,135.5245740098778,44.82526739504519,154.56168185035006,1.11449504371805,0,off-peak
2024-03-01 00:50:00,C,84.21188056373273,3856.7902032174857,168.7090964775131,43.74339478895413,177.21918815756453,1.3771173850676366,0,off-peak
2024-03-01 00:51:00,C,80.71734088023236,3484.8744673799165,157.38153442668556,45.16132098870465,172.34806357373608,0.9051768515960184,0,off-peak
2024-03-01 00:52:00,C,79.30940197563285,3780.268071159562,166.3746411713176,44.01133412749845,178.77477814145058,0.8924303593236784,0,off-peak
2024-03-01 00:53:00,C,85.80362062733451,4054.5243490801618,174.8031054720929,43.113097967151184,186.69400025324498,1.4896962953427462,0,off-peak
2024-03-01 00:54:00,C,87.95143089491333,4101.648123542187,175.11069659001333,42.69276430245986,190.238233276158,1.0635573450552516,0,off-peak
2024-03-01 00:55:00,C,87.50399425327016,4301.634098859677,189.66226650884607,44.09074834122311,195.7921759703866,1.2672346819994,0,off-peak
2024-03-01 00:56:00,C,78.70263207580682,3525.0005778626705,157.79855683799957,44.76554070061409,169.22631024785926,1.0757921823314542,0,off-peak
2024-03-01 00:57:00,C,81.40374888930718,3792.9450851995907,169.8994830422591,44.7935520356522,177.8887893439354,0.565098823876693,0,off-peak
2024-03-01 00:58:00,C,84.65718342849547,3692.69305896309,159.8031621063603,43.2755063999912,173.554881268774,0.640893820795519,0,off-peak
2024-03-01 00:59:00,C,87.92961122056273,4447.306487499068,198.4075701985477,44.612974337669655,195.4902905147224,1.09884691049873,0,off-peak
2024-03-01 01:00:00,C,80.70699690448086,4028.5415911888426,170.910580126382,42.42492630588566,187.01343280549605,0.8472853560862934,0,off-peak
2024-03-01 01:01:00,C,82.22551829959573,3702.524410385366,165.22977947961908,44.62624986783589,176.86010093164435,0.7852173482593696,0,off-peak
2024-03-01 01:02:00,C,77.6730453681626,3572.604287548356,152.17542320034352,42.595096168563224,173.6997870494957,0.3269423440576718,0,off-peak
2024-03-01 01:03:00,C,77.27455552521575,3749.2145185076697,162.5975865952114,43.36844045401047,180.03964643822195,1.3612428808784356,0,off-peak
2024-03-01 01:04:00,C,87.3690469037089,3902.1792097040793,175.77023717950706,45.044122202895075,183.61432588097372,1.3613973478041446,0,off-peak
2024-03-01 01:05:00,C,90.13840720642087,3924.903510128998,174.49023316858788,44.45720327092907,184.47402425648045,0.8531653496696596,0,off-peak
2024-03-01 01:06:00,C,83.04790524070232,3911.953686032981,169.8394861948577,43.41551557761102,178.20268806464514,1.1408870503508182,0,off-peak
2024-03-01 01:07:00,C,88.47632802429645,3997.122610310074,173.32839328393788,43.363291593022225,184.29970782545223,0.5133832244823735,0,off-peak
2024-03-01 01:08:00,C,85.31750963598424,3875.8868235483424,170.33733927444004,43.94796520877191,183.20575769579023,0.9045732295005529,0,off-peak
